OverallQual,TotalSF,LandContour,GarageCars,Heating,Functional,KitchenQual,Neighborhood,CentralAir,MSZoning,KitchenAbvGr,RoofMatl,Neighborhood,Fireplaces
7,2175,HLS,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
7,2931,Lvl,2,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
5,2784,Lvl,2,GasA,Mod,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
5,2778,Lvl,2,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,1
5,1992,Lvl,0,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,1
6,2837,Lvl,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,1
7,3390,Lvl,2,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
6,2453,Bnk,1,GasA,Typ,Fa,SWISU,N,RL,1,CompShg,SWISU,0
9,3626,Lvl,3,GasA,Typ,Ex,StoneBr,Y,RL,1,CompShg,StoneBr,1
7,3052,Lvl,2,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,0
8,3628,Low,2,GasA,Min2,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
5,1886,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,2
5,3456,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,2,CompShg,NAmes,0
6,1728,Lvl,1,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
7,2538,HLS,2,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,0
7,1814,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
5,1481,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,2048,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
7,2338,Lvl,1,GasA,Typ,TA,SWISU,Y,RL,1,CompShg,SWISU,1
5,2484,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,2
7,2081,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
5,2845,Lvl,1,GasA,Typ,TA,OldTown,N,RM,1,CompShg,OldTown,0
6,2573,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,2
8,4084,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,1632,Lvl,0,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
10,4012,Lvl,2,GasA,Typ,Gd,OldTown,Y,RM,1,CompShg,OldTown,1
4,2457,Lvl,1,GasA,Typ,Gd,BrkSide,Y,RM,1,CompShg,BrkSide,0
8,3896,Lvl,3,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,2
6,1654,Lvl,1,GasA,Typ,Fa,BrkSide,Y,RL,1,CompShg,BrkSide,0
5,1700,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
5,2910,Low,1,GasA,Typ,Ex,ClearCr,Y,RL,1,Tar&Grv,ClearCr,2
5,1521,Lvl,1,GasA,Typ,TA,BrkSide,Y,RM,1,CompShg,BrkSide,0
7,2352,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
10,4018,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
5,1632,Lvl,2,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
6,1696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RM,1,CompShg,CollgCr,0
5,1848,Lvl,1,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,0
8,3640,Lvl,3,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
6,2052,Lvl,1,GasA,Typ,TA,OldTown,N,RM,1,CompShg,OldTown,0
7,2660,Lvl,3,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
5,3077,Bnk,2,GasA,Typ,Gd,Crawfor,Y,RL,1,CompShg,Crawfor,1
6,2272,Lvl,2,GasA,Typ,TA,Blueste,Y,RM,1,CompShg,Blueste,1
8,2962,Lvl,2,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,2155,Bnk,1,GasA,Typ,Gd,IDOTRR,Y,RM,1,CompShg,IDOTRR,1
8,2823,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
7,1800,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
7,2988,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
7,2754,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,3
5,2080,Low,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,2904,Bnk,1,GasA,Typ,Ex,Edwards,Y,RL,1,CompShg,Edwards,0
8,4159,HLS,2,GasA,Typ,TA,Crawfor,Y,RL,1,CompShg,Crawfor,2
4,2058,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
9,3593,Lvl,3,GasA,Typ,Ex,CollgCr,Y,RL,1,CompShg,CollgCr,2
6,2064,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
8,3171,Lvl,2,GasA,Typ,Ex,CollgCr,Y,RL,1,CompShg,CollgCr,1
5,2240,Lvl,0,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
4,1260,Lvl,0,GasA,Typ,TA,MeadowV,Y,RM,1,CompShg,MeadowV,0
6,1990,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
6,2292,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,1664,HLS,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
9,3650,Lvl,3,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
8,3744,Lvl,3,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,2
3,1728,Lvl,0,GasA,Typ,TA,Edwards,N,RL,1,CompShg,Edwards,0
6,4136,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
5,1960,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
6,2268,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,1
6,2522,Lvl,2,GasA,Min2,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
6,2232,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,2400,Lvl,1,GasA,Min1,TA,NAmes,Y,RL,1,CompShg,NAmes,1
6,2676,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,2
5,3120,HLS,2,GasA,Typ,Fa,NAmes,Y,RL,1,CompShg,NAmes,2
6,2598,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,WdShngl,NAmes,0
5,2386,Lvl,1,GasA,Typ,Ex,OldTown,Y,RM,1,CompShg,OldTown,0
8,3108,Lvl,2,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
7,2797,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
5,2112,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,2112,Lvl,2,GasA,Typ,TA,OldTown,Y,RL,2,CompShg,OldTown,0
6,4320,Bnk,0,GasA,Typ,Fa,SWISU,Y,RH,2,CompShg,SWISU,0
2,1064,Lvl,0,Grav,Maj1,Fa,BrkSide,N,RM,1,CompShg,BrkSide,1
5,2198,Lvl,1,GasA,Typ,Gd,OldTown,Y,RM,2,CompShg,OldTown,0
5,1592,Lvl,0,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
8,3087,Lvl,3,GasA,Typ,Ex,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
8,3036,Lvl,2,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
7,2986,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,1
8,4656,Lvl,2,GasA,Typ,Ex,NAmes,Y,RL,1,CompShg,NAmes,3
5,2400,Lvl,2,GasA,Min1,TA,NWAmes,Y,RL,1,CompShg,NWAmes,0
9,3532,Lvl,3,GasA,Typ,Ex,Somerst,Y,FV,1,CompShg,Somerst,1
6,1962,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,1048,Lvl,2,GasA,Min1,TA,NAmes,Y,RL,1,CompShg,NAmes,0
6,2188,Lvl,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,2
6,2595,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
4,1260,Lvl,0,GasA,Typ,TA,MeadowV,Y,RM,1,CompShg,MeadowV,0
7,2478,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
4,2265,Lvl,1,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,1
7,2596,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
6,2225,Lvl,1,GasA,Typ,TA,IDOTRR,Y,RM,1,CompShg,IDOTRR,0
8,4222,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
6,1617,Lvl,1,GasA,Typ,TA,BrDale,Y,RM,1,CompShg,BrDale,0
5,2106,Lvl,1,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
7,2278,HLS,1,GasA,Typ,TA,Crawfor,Y,RL,1,CompShg,Crawfor,1
6,2370,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
5,2972,Lvl,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
7,2728,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
8,4077,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
6,2784,Lvl,2,GasA,Maj2,TA,NAmes,Y,RL,1,CompShg,NAmes,2
4,2319,Lvl,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
8,4174,Lvl,3,GasA,Typ,Ex,Somerst,Y,RL,1,CompShg,Somerst,1
8,3342,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,3401,Lvl,2,GasA,Sev,TA,NAmes,Y,RL,1,Tar&Grv,NAmes,1
6,3087,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
5,2625,Bnk,2,GasA,Min2,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
4,1880,Lvl,1,GasA,Typ,Fa,Crawfor,Y,RL,1,CompShg,Crawfor,1
6,2214,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
6,2041,Lvl,1,GasA,Typ,TA,Edwards,N,RH,1,CompShg,Edwards,0
6,2416,Lvl,2,GasA,Typ,TA,Veenker,Y,RL,1,CompShg,Veenker,1
6,3316,Lvl,2,GasA,Typ,Gd,Crawfor,Y,RL,1,CompShg,Crawfor,2
6,2272,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
6,2296,Lvl,2,GasA,Typ,TA,NPkVill,Y,RL,1,CompShg,NPkVill,1
4,2869,Lvl,3,GasW,Min2,TA,OldTown,N,RM,2,CompShg,OldTown,0
5,1560,Lvl,1,GasA,Typ,Gd,OldTown,Y,RL,1,CompShg,OldTown,0
8,4092,Lvl,3,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
5,1976,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
6,1846,Lvl,1,GasA,Typ,TA,SawyerW,Y,RL,1,CompShg,SawyerW,1
5,2313,Bnk,1,GasA,Typ,TA,SWISU,Y,RH,1,CompShg,SWISU,0
6,2582,HLS,2,GasA,Typ,Gd,ClearCr,Y,RL,1,CompShg,ClearCr,1
9,3294,Lvl,3,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
7,3034,Lvl,2,GasA,Typ,TA,NoRidge,Y,RL,1,CompShg,NoRidge,0
7,3280,Lvl,2,GasA,Min1,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
7,2635,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
7,1653,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
8,2838,HLS,2,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
6,2724,Lvl,2,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,1696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RM,1,CompShg,CollgCr,1
10,6760,Lvl,3,GasA,Typ,Ex,NoRidge,Y,RL,1,WdShngl,NoRidge,2
7,3729,Lvl,2,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,2
5,2146,Lvl,1,GasA,Typ,TA,OldTown,Y,RL,1,CompShg,OldTown,0
5,2466,Lvl,2,GasA,Typ,TA,BrkSide,Y,RM,1,CompShg,BrkSide,0
6,2249,Lvl,2,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
5,1232,Lvl,1,GasA,Typ,TA,BrkSide,Y,RM,1,CompShg,BrkSide,0
5,2128,Lvl,1,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
5,1788,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
7,2782,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
8,3600,Lvl,3,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
7,2328,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,0
8,3810,Lvl,3,GasA,Typ,Ex,StoneBr,Y,RL,1,CompShg,StoneBr,1
5,2172,Lvl,2,GasA,Typ,Gd,OldTown,Y,RM,2,CompShg,OldTown,1
7,2957,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
4,1092,Lvl,0,GasA,Mod,Fa,IDOTRR,N,RM,2,CompShg,IDOTRR,0
7,3467,Low,2,GasA,Typ,Gd,ClearCr,Y,RL,1,CompShg,ClearCr,2
8,2648,Lvl,2,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
7,2184,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
5,1780,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
3,999,Lvl,0,GasA,Maj2,TA,BrkSide,Y,RL,1,CompShg,BrkSide,0
4,2037,HLS,1,GasA,Typ,TA,IDOTRR,Y,C (all),1,CompShg,IDOTRR,0
8,2456,HLS,2,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
4,1920,Lvl,2,GasW,Typ,TA,BrkSide,N,RL,1,CompShg,BrkSide,0
6,2204,Lvl,2,GasA,Typ,Gd,Sawyer,Y,RL,1,CompShg,Sawyer,0
6,2414,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
7,3272,Bnk,2,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
5,2354,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,1
7,3729,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
5,1942,Lvl,1,GasA,Typ,TA,CollgCr,Y,RL,1,CompShg,CollgCr,1
8,3484,Low,2,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
6,1696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RM,1,CompShg,CollgCr,0
4,1728,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
4,2411,Lvl,1,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
9,3396,Lvl,3,GasA,Typ,Ex,Edwards,Y,RL,1,CompShg,Edwards,1
4,1728,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
6,2560,Lvl,2,GasA,Typ,Gd,Crawfor,Y,RL,1,CompShg,Crawfor,1
7,2464,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,3360,Lvl,3,GasA,Typ,TA,NAmes,Y,RL,2,CompShg,NAmes,0
4,1628,Lvl,2,GasA,Typ,TA,IDOTRR,Y,RM,1,CompShg,IDOTRR,0
8,3211,Lvl,2,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
7,2014,Lvl,2,GasA,Typ,Gd,Timber,Y,RL,1,CompShg,Timber,1
7,3184,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
5,2008,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
5,1896,Lvl,1,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
7,2648,Lvl,2,GasW,Typ,TA,OldTown,N,RM,1,CompShg,OldTown,2
3,1040,Lvl,2,GasA,Typ,TA,NAmes,N,RL,2,CompShg,NAmes,0
8,2694,HLS,3,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
5,2400,Lvl,0,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
7,2592,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,1696,Lvl,2,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
6,1824,Lvl,1,GasA,Typ,Gd,Sawyer,Y,RL,1,CompShg,Sawyer,0
7,2698,Lvl,2,GasA,Typ,TA,SawyerW,Y,RL,1,CompShg,SawyerW,0
5,1984,Lvl,2,GasA,Min2,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
8,2674,HLS,2,GasA,Typ,Gd,StoneBr,Y,RL,1,CompShg,StoneBr,1
8,3857,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,2
7,3208,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
7,3880,Lvl,4,GasW,Typ,Gd,OldTown,N,RM,1,CompShg,OldTown,1
7,3440,Lvl,2,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
4,1529,Lvl,1,Wall,Mod,TA,Edwards,N,RL,1,CompShg,Edwards,0
4,1716,Lvl,0,GasA,Min2,TA,OldTown,Y,RM,1,CompShg,OldTown,0
7,1980,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,0
6,2973,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
8,3128,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,2052,Lvl,2,GasA,Typ,Gd,NAmes,Y,RL,1,CompShg,NAmes,0
6,2200,Lvl,2,GasA,Typ,TA,Somerst,Y,FV,1,CompShg,Somerst,0
8,2634,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
6,2058,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
7,2245,Lvl,2,GasA,Typ,TA,Somerst,Y,FV,1,CompShg,Somerst,0
8,3849,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
6,1728,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,2446,Lvl,2,GasA,Min1,Fa,BrkSide,Y,RM,1,CompShg,BrkSide,0
7,2303,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
8,3617,Lvl,3,GasA,Typ,Gd,NoRidge,Y,RL,1,CompShg,NoRidge,1
8,2988,Lvl,2,GasA,Typ,Ex,Veenker,Y,RL,1,CompShg,Veenker,1
9,3004,Lvl,2,GasA,Typ,Ex,Somerst,Y,RL,1,CompShg,Somerst,1
7,2694,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
6,2733,Lvl,1,GasA,Mod,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
7,3696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
8,4929,HLS,3,GasA,Mod,Ex,StoneBr,Y,RL,1,CompShg,StoneBr,1
5,1716,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,0
4,2056,Lvl,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,0
6,2146,Lvl,2,GasA,Typ,TA,Edwards,Y,RL,1,CompShg,Edwards,1
5,1824,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
8,3908,Lvl,3,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
6,2408,Lvl,2,GasA,Typ,TA,Mitchel,Y,RM,1,CompShg,Mitchel,0
7,3228,Lvl,3,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,1758,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
5,2020,Lvl,2,GasA,Typ,TA,SawyerW,Y,RH,2,CompShg,SawyerW,2
6,1979,Lvl,2,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,0
7,2490,Lvl,2,GasA,Typ,TA,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,2364,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,0
7,2843,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,2207,Lvl,2,GasA,Typ,Gd,Mitchel,Y,RL,1,CompShg,Mitchel,1
6,2226,Lvl,0,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,1
6,2714,Lvl,2,GasA,Typ,TA,NWAmes,Y,RL,1,CompShg,NWAmes,1
5,2338,Lvl,1,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
7,3040,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,0
4,1802,Lvl,1,GasA,Typ,TA,OldTown,Y,RM,1,CompShg,OldTown,0
6,2919,Low,2,GasA,Typ,Gd,ClearCr,Y,RL,1,CompShg,ClearCr,0
7,2290,Lvl,2,GasA,Typ,Gd,Blmngtn,Y,RL,1,CompShg,Blmngtn,1
6,2091,Lvl,2,GasA,Typ,TA,Mitchel,Y,RL,1,CompShg,Mitchel,2
7,3130,Lvl,2,GasA,Typ,TA,NoRidge,Y,RL,1,CompShg,NoRidge,1
8,2992,Lvl,2,GasA,Typ,Gd,Somerst,Y,RL,1,CompShg,Somerst,0
7,2607,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,2214,Lvl,2,GasA,Typ,TA,SawyerW,Y,RL,1,CompShg,SawyerW,1
6,1945,Lvl,2,GasA,Typ,TA,Sawyer,Y,RL,1,CompShg,Sawyer,1
5,1546,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
9,5066,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,2
5,2499,Lvl,1,GasA,Typ,Gd,SWISU,Y,RL,1,CompShg,SWISU,2
6,2304,HLS,2,GasA,Typ,Gd,ClearCr,Y,RL,1,CompShg,ClearCr,0
4,2392,Lvl,2,GasA,Typ,TA,IDOTRR,Y,RM,1,CompShg,IDOTRR,0
7,2184,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
9,4556,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
5,2064,Lvl,1,GasA,Min1,TA,NAmes,Y,RL,1,CompShg,NAmes,0
7,2845,Lvl,2,GasA,Typ,Ex,Somerst,Y,RL,1,CompShg,Somerst,0
5,1960,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,2900,Lvl,2,GasA,Typ,Gd,BrkSide,Y,RL,1,CompShg,BrkSide,1
5,2110,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
5,2987,Lvl,2,GasA,Typ,TA,OldTown,N,RM,3,CompShg,OldTown,0
6,2349,Lvl,2,GasA,Typ,Gd,NWAmes,Y,RL,1,CompShg,NWAmes,1
6,1696,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RM,1,CompShg,CollgCr,1
5,1584,Bnk,2,GasA,Typ,Fa,IDOTRR,N,C (all),1,CompShg,IDOTRR,0
6,2884,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,1936,Lvl,1,GasW,Typ,Fa,Edwards,Y,RL,1,CompShg,Edwards,0
7,3310,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
5,2016,Lvl,1,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,1
8,3257,Lvl,3,GasA,Typ,Gd,Mitchel,Y,RL,1,CompShg,Mitchel,2
6,2062,Lvl,2,GasA,Typ,TA,ClearCr,Y,RL,1,CompShg,ClearCr,0
7,2716,Lvl,2,GasA,Typ,Gd,NridgHt,Y,RL,1,CompShg,NridgHt,1
7,2438,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,0
4,1872,Bnk,2,GasA,Min2,TA,OldTown,N,RM,1,CompShg,OldTown,0
7,2580,Lvl,2,GasA,Typ,Gd,Gilbert,Y,RL,1,CompShg,Gilbert,1
6,2267,Lvl,1,GasA,Typ,TA,SWISU,Y,RL,1,CompShg,SWISU,1
8,2978,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,1
10,4162,Lvl,3,GasA,Typ,Ex,NridgHt,Y,RL,1,CompShg,NridgHt,1
5,1568,Lvl,0,GasA,Typ,Gd,BrkSide,Y,RM,1,CompShg,BrkSide,0
7,2888,Lvl,2,GasA,Typ,Gd,SawyerW,Y,RL,1,CompShg,SawyerW,1
5,3139,Low,2,GasA,Min2,TA,ClearCr,Y,RL,1,Tar&Grv,ClearCr,0
7,1743,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
6,2784,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,2
7,1720,Lvl,2,GasA,Typ,Gd,Somerst,Y,FV,1,CompShg,Somerst,0
7,2770,Lvl,2,GasA,Typ,Gd,CollgCr,Y,RL,1,CompShg,CollgCr,1
6,3032,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
5,2288,Lvl,2,GasA,Typ,TA,NAmes,Y,RL,1,CompShg,NAmes,0
4,2134,Lvl,2,GasA,Min2,Gd,Sawyer,Y,RL,1,CompShg,Sawyer,0
5,3118,Lvl,2,GasA,Min2,TA,OldTown,Y,RM,1,CompShg,OldTown,0
6,1470,Lvl,1,GasA,Typ,TA,BrDale,Y,RM,1,CompShg,BrDale,0
